99727,AED,2010,Rozvoj kľúčových kompetencií v technickom vzdelávaní ako jedna z požiadaviek spoločenskej praxe, - 2010.,"[TKÁČOVÁ, Renáta (100%)]",16,"['2010  [4] RAČKOVÁ, Mariana Kompetencia ""byť"" In: Humanitné vedy a ich význam pri vzdelávaní a rozvoji kľúčových kompetencií študentov vysokých škôl technického zamerania : zborník recenzovaných vedeckých prác s medzinárodnou účasťou k 20. výročiu založenia katedry S. 52-74 ISBN: 978-80-553-0523-3', '2010  [4] ROHÁČOVÁ, Tatiana Metódy aktívneho vyučovania a rozvoj kľúčových kompetencií študentov In: Humanitné vedy a ich význam pri vzdelávaní a rozvoji kľúčových kompetencií študentov vysokých škôl technického zamerania : zborník recenzovaných vedeckých prác s medzinárodnou účasťou k 20. výročiu založenia katedry S. 76-80 ISBN: 978-80-553-0523-3', '2011  [4] RAČKOVÁ, Mariana Humánny učiteľ. Rešpektovanie jedinečnosti Šštudenta vysokej školy In: Humanizácia vzdelávania na Technických univerzitách : zborník vedeckých prác : medzinárodné kolokvium pri príležitosti 20. výročia vzniku Katedry humanitných vied Stavebnej fakulty STU S. 96-101 ISBN: 978-80-227-3530-8', '2011  [4] ROHÁČOVÁ, Tatiana, ZAHATŇANSKÁ, Mária Vplyv humanizácie vzdelávania na formovanie slobodnej osobnosti In: Humanizácia vzdelávania na Technických univerzitách : zborník vedeckých prác : medzinárodné kolokvium pri príležitosti 20. výročia vzniku Katedry humanitných vied Stavebnej fakulty STU S. 102-107 ISBN: 978-80-227-3530-8', '2010  [3] ROHÁČOVÁ, Tatiana Kompetentnostnyj podchod k prepodavaniju psychologii v techničeskom univerzitete In: Psichologija i pedagogika: metodika i problemy praktičeskovo primenenija : sbornik materialov 16. meždunarodnoj naučno-praktičeskoj konferenciji P. 248-251 ISBN: 978-5-7782-1527-6', '2011  [4] RAČKOVÁ, Mariana Hranice komunikačných možností In: K otázke podôb komunikácie v humanitnom vzdelaní na technických vysokých školách S. 103-106 ISBN: 978-80-553-0715-2', '2012  [4] RAČKOVÁ, Mariana Človek, globalizácia, interkultúrna komunikácia In: Človek v spoločnosti : Zborník recenzovaných vedeckých prác s medzinárodnou účasťou : 2012 S. 169-175 ISBN: 978-80-553-0942-2', '2012  [4] RAČKOVÁ, Mariana Leaderschip v ére globalizácie In: Ekonomika a spoločnosť a ich premeny v procese globalizácie : Medzinárodné kolokvium organizované Katedrou humanitných vied Stavebnej fakulty STU S. 62-67 ISBN: 978-80-227-3827-9', '2013  [4] ČERNÁ, Ľubica , DIRGOVÁ, Eva Kultivácia osobnosti problémových skupín mladých ľudí formou vzdelávania v kontexte európskej únie In: Možnosti kultivácie osobnosti v technologickom veku: Zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 111-118 ISBN: 978-80-553-1344-3', '2013  [4] ROHÁČOVÁ, Tatiana - KYRYCHUK, Anzhela Teoretická analýza možností formovania podnikateľských zručností In: Úloha spoločenskovedných disciplín na technických univerzitách v procese globalizácie : medzinárodné kolokvium : zborník vedeckých prác : Bratislava, 27.6.2013 S. 150-155 ISBN: 978-80-227-3967-2', '2013  [3] DŽUPKOVÁ, Helena, ROHÁČOVÁ, Tatiana Teoretičeskij analiz putej formirovanija predprinimateľskich kompetentnostej In: Sociaľno-polityčni, ekonomični ta humanitarni vymiry jevropejskoji intehraciji Ukrajiny : Zbyrnyk naukovych prac Mižnarodnoji naukovo-praktyčnoji konferenciji P. 83-89 ISBN: 978-966-629-578-4', '2014  [4] HORENSKÝ, Marián Podnikateľská výchova ako faktor rozvoja osobnosti In: Technologické vzdelávanie v sociokultúrnom a environmentálnom kontexte : zborník recenzovaných vedeckých prác s medzinárodnou účasťou : teoreticko-metodický seminár : Prešov, 10.9.2014 [CD-ROM] S. 82-86 ISBN: 978-80-553-1808-0', '2015  [4] HORENSKÝ, Marián - RAČKOVÁ, Mariana Kultivácia osobnosti prostredníctvom podnikania In: Úloha interdisciplinárneho vzdelávania v humanizácii technického prostredia : zborník vedeckých prác : medzinárodné kolokvium : Bratislava, 30. jún, 2015 S. 40-44 ISBN: 978-80-227-4431-7', '2015  [4] DIRGOVÁ, Eva, POLAKOVIČOVÁ, Soňa Inovatívne formy edukácie pre podnikateľskú prax In: Vysokoškolská edukácia pre potreby súčasného kreatívneho podnikateľského prostredia: Zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 96-103 ISBN: 978-80-553-2221-6', '2017  [4] WALLOVÁ, Brigita - HORNÁČKOVÁ, Darina - SCHOLCZOVÁ, Monika Odborní garanti študijnej aprobácie anglický jayzk In: Univerzita tretieho veku miesto inšpirácie a vzájomného učenia : zborník príspevkov z konferencie s medzinárodnou účasťou pri príležitosti 25. výročia založenia UTV S. 111-114 ISBN: 978-80-553-2847-8', '2018  [4] HREHOVÁ Daniela - ROHÁČOVÁ Tatiana Zručnosti pre priemysel 4.0 In: Sociálne a psychologické aspekty globálneho trhu práce S. 23-30 ISBN: 978-80-553-2739-6']"
99893,AED,2010,Mobility a rozvíjanie interkultúrnych kompetencií študentov ako služba vysokoškolského poradenstva, - 2010. - 1 elektronický optický disk (CD-ROM).,"[ZVARIKOVÁ, Mária (80%) - HREHOVÁ, Daniela (20%)]",0,[]
99983,AED,2010,Občianske kompetencie v kontexte vzdelávania, - 2010.,"[DŽUPKOVÁ, Helena (100%)]",0,[]
107834,AED,2011,Interkulturelle Kommunikation im Deutschunterricht an der TU, - 2011.,"[BICÁKOVÁ, Jana (50%) - SEMANOVÁ, Hedviga (50%)]",0,[]
108617,AED,2011,Adaptive Platform for Video Streaming to Mobile Devices, - 2011. - 1 elektronický optický disk (CD-ROM).,"[MICHALKO, Miroslav (60%) - BIŇAS, Miroslav (20%) - JAKAB, František (20%)]",0,[]
109275,AED,2011,Akademické zdroje v oblasti vyučovania marketingovej etiky, - 2011. - 1 elektronický optický disk (CD-ROM).,"[HREHOVÁ, Daniela (80%) - ŽIARAN, Pavel (20%)]",0,[]
112236,AED,2011,Hranice komunikačných možností, - 2011.,"[RAČKOVÁ, Mariana (100%)]",1,"['2012  [4] ROHÁČOVÁ, Tatiana, HRUŠKOVÁ, Renáta Nácvik sociálnych zručností akosúčasť profesionálnej prípravy poslucháčov vysokej školy In: Človek v spoločnosti S. 188-196 ISBN: 978-80-553-0942-2']"
112239,AED,2011,Faktor motivácie v komunikačnom a prezentačnom kontexte, - 2011.,"[RAČKOVÁ, Mariana (90%) - KRELOVÁ, Barbora (10%)]",0,[]
112499,AED,2011,Interkultúrna komunikácia a účastníci mobilít, - 2011.,"[ZVARIKOVÁ, Mária (100%)]",0,[]
112654,AED,2011,Vzťah pedagóg - študent a niektoré aspekty pedagogickej komunikácie na vysokej škole, - 2011.,"[ROHÁČOVÁ, Tatiana (50%) - ZAHATŇANSKÁ, Mária (50%)]",3,"['2012  [4] HREHOVÁ, Daniela Študent - hodnoty - edukácia In: Človek v spoločnosti : Zborník recenzovaných vedeckých prác s medzinárodnou účasťou [CD-ROM] S. 53-67 ISBN: 978-80-553-0942-2', '2012  [3] KIRIČUK, Anžela Problemy ta perspektyvy zastosuvannja zasobiv distacijnogo navčannja u sučasnij systemi vyščoji osvity Ukrajiny In: Innovacijnyj potencial sociaľno-ekonomičnogo rozvitku Ukrajiny v umovach globalizaciji : Zbirnik naukovich prac Mižnarodnoji naukovo-praktičnoji konferenciji : Vinnica (Ukrajina) - Košice (Slovensko) P. 436-444 ISBN: 978-966-629-579-1', '2014  [4] PALAŠČÁKOVÁ, Daniela Analýza problémov v systéme vzdelávania v Slovenskej republike In: Problémy a perspektívy adaptačného procesu na vysokoškolské štúdium Košice : TU, 2014 ISBN: 978-80-553-1871-4']"
112655,AED,2011,Organizačné formy vyučovania z hľadiska komunikačných možností, - 2011.,"[ZAHATŇANSKÁ, Mária (50%) - ROHÁČOVÁ, Tatiana (50%)]",0,[]
112675,AED,2011,Komunikácia a humanizácia vzdelávania vysokoškolákov prostredníctvom pohybových akivít, - 2011.,"[HAMŘÍKOVÁ, Viera (50%) - TKÁČOVÁ, Renáta (50%)]",0,[]
113444,AED,2011,Humanizácia a vedomostná spoločnosť, - 2011.,"[DŽUPKOVÁ, Helena (100%)]",0,[]
113456,AED,2011,Miesto a funkcia ideológie v kontextoch etiky a politiky, - 2011.,"[DŽUPKOVÁ, Helena (100%)]",0,[]
115083,AED,2011,Zum Blaubart-Stoff und seiner Darstellungsweise in der Nachfolge von Charles Perrault, - 2011.,"[ZVIRINSKÝ, Marek (100%)]",0,[]
116832,AED,2011,Medicínska etika a klonovanie, - 2011.,"[GLUCHMAN, Martin (100%)]",0,[]
117381,AED,2011,Profesia učiteľa v podmienkach súčasnej spoločnosti, - 2011. - 1 elektronický optický disk (CD-ROM).,"[ROHÁČOVÁ, Tatiana (50%) - ZAHATŇANSKÁ, Mária (50%)]",0,[]
117397,AED,2011,Komunikačné kompetencie ako súčasť sociálneho dialógu medzi žiakom a učiteľom, - 2011. - 1 elektronický optický disk (CD-ROM).,"[ZAHATŇANSKÁ, Mária (50%) - ROHÁČOVÁ, Tatiana (50%)]",2,"['2012  [4] ROHAĽOVÁ, Tatiana Človek v spoločnosti a myslenie o preklade In: Človek v spoločnosti : Zborník recenzovaných vedeckých prác s medzinárodnou účasťou [CD-ROM] S. 316-320 ISBN: 978-80-553-0942-2', '2012  [4] PORÁČOVÁ, Janka et al. Biometrická identifikácia dermatoglyfických útvarov mužov a žien v regióne východného Slovenska In: Vzdelávanie - Identita - Zdravie : Zborník medzinárodnej vedeckej konferencie : Komárno, 2012 S. 221-231 ISBN: 978-80-8122-044-9']"
117842,AED,2011,Saturovanie existenciálnych potrieb ako cesta rozvoja sociálnej a emocionálnej inteligencie, - 2011. - 246-251 s.. - ISBN 978-80-555-0436-0.,"[RAČKOVÁ, Mariana (100%)]",2,"['2012  [4] BIRKNEROVÁ, Zuzana, FRANKOVSKÝ, Miroslav Základy sociálnej psychológie a psychológie osobnosti In: Základy sociálnej psychológie a psychológie osobnosti 147 s. ISBN: 978-80-8132-067-5', '2015  [4] BIRKNER, Martin, BIRKNEROVÁ, Zuzana, KURTY, Marcel Spokojnosť so vzťahmi na pracovisku a predchádzanie konfliktom v jednotlivých typoch organizácií In: Manažérske rozhodovanie v kontexte situačných a osobnostných charakteristík : Nekonferenčný vedecký zborník recenzovaných štúdií S. 28-38 ISBN: 978-80-8165-126-7']"
117871,AED,2011,Interkultúrna komunikácia, - 2011. - 1 elektronický optický disk (CD-ROM).,"[HREHOVÁ, Daniela (50%) - NEMČOKOVÁ, Viera (50%)]",0,[]
118046,AED,2011,Telesná výchova a šport na Technickej univerzite v Košiciach a spokojnosť študentov s ponúkanými aktivitami, - 2011.,"[HARČARIK, Vladimír (100%)]",0,[]
120092,AED,2011,Enginnering education in the era globalization, - 2011. - 1 elektronický optický disk (CD-ROM).,"[HREHOVÁ, Daniela (80%) - ŽIARAN, Pavel (20%)]",1,"['2012  [4] LINDR, Jaroslav Je všeobecné vzdelání v kurikulu tecnické univerzity praktickou nutností nebo jen akademicky žádaným prístupem? In: Problémy globálnej kultúrnej gramotnosti ako predpoklad uplatnenia absolventa FVT na medzinárodnom trhu práce, Prešov, 2012 S. 108-112 ISBN: 978-80-553-1200-2']"
120112,AED,2011,Insight into marketing trends, - 2011. - 1 elektronický optický disk (CD-ROM).,"[SZYJKO, Cezary (50%) - HREHOVÁ, Daniela (50%)]",1,"['2012  [3] MATUSKA, Ewa, GRUBICKA, Joanna Psychological Security of E-Consumer In: Journal on Law, Economics and Management Vol. 2, no. 1 (2012), p. 83-90 ISSN: 2048-4186']"
120114,AED,2011,Pricing Strategies and the Influence of price fairness on customer satisfaction, - 2011. - 1 elektronický optický disk (CD-ROM).,"[HREHOVÁ, Daniela (50%) - TEPLICKÁ, Katarína (50%)]",2,"['2012  [3] FRNKOVÁ, Veronika Expression of risk in methods for evaluation of effectiveness of investment based on CF In: Journal on Law, Economy and Management Vol. 2, no. 1 (2012), p. 40-43 ISSN: 2048-4186', '2013  [4] SZYJKO, Cesary Tomasz The strategies to manage risk in the post-crisis environment In: Aktuálne problémy humanitných a socioekonomických vied ´13 : zborník príspevkov z medzinárodného interdisciplinárneho vedeckého kolokvia : Bratislava, 10.9.2013 S. 235-240 ISBN: 978-80-227-4043-2']"
122958,AED,2011,Quo vadis firma na prelome tisícročia, - 2011.,"[HREHOVÁ, Daniela (80%) - ŽIARAN, Pavol (20%)]",2,"['2012  [4] ČARNOGURSKÝ, Karol - ČERNÁ, Ľubica Absolventi pred bránami trhu práce sú novou výzvou pre spolocensky zodpovedné organizácie a ich sociálnu politiku In: Problémy globálnej kultúrnej gramotnosti ako predpoklad uplatnenia absolventa FVT na medzinárodnom trhu práce : zborník recenzovaných vedeckých prác s medzinárodnou účasťou [CD-ROM] S. 118-121 ISBN: 978-80-553-1200-2', '2012  [4] ČARNOGURSKÝ, Karol, BARTÁNUS, Ján, ČERNÁ, Ľubica, Právna úprava spoločenskej zodpovednosti podniku In: Trendy v podnikání Roč. 3 (2012), s. 41-47 ISSN: 1805-0603']"
129800,AED,2011,In todays competitive world communication skills in business are most sought after quality of an educated person, - 2011.,"[HREHOVÁ, Daniela (80%) - ŽIARAN, Pavel (20%)]",0,[]
129980,AED,2011,Identifikácia problémového správania a metodika práce s rizikovou mládežou, - 2011.,"[JENČOVÁ, Anna (100%)]",0,[]
122554,AED,2012,"Ako sa ""správame"" na internete", - 2012. - 1 elektronický optický disk (CD-ROM).,"[POLAKOVIČOVÁ, Soňa (100%)]",0,[]
122643,AED,2012,Interkultúrne vzdelávanie vo výučbe cudzích jazykov, - 2012. - 1 elektronický optický disk (CD-ROM).,"[BICÁKOVÁ, Jana (50%) - SEMANOVÁ, Hedviga (50%)]",0,[]
122646,AED,2012,Interkulturalizmus – nevyhnutná súčasť vzdelávania, - 2012. - 1 elektronický optický disk (CD-ROM).,"[CZÉREOVÁ, Beáta (50%) - MAZUROVÁ, Helena (50%)]",0,[]
122696,AED,2012,Špecifiká odbornej terminológie cestovného ruchu v interkultúrnom priestore, - 2012. - 1 elektronický optický disk (CD-ROM).,"[SMREKOVÁ, Janka (100%)]",0,[]
122707,AED,2012,Kooperatívne vyučovanie - možnosť ďalšej humanizácie vyučovacieho procesu, - 2012. - 1 elektronický optický disk (CD-ROM).,"[KNUTOVÁ, Gabriela (100%)]",0,[]
122818,AED,2012,Nácvik sociálnych zručností ako súčasť profesionálnej prípravy poslucháčov vysokej školy, - 2012. - 1 elektronický optický disk (CD-ROM).,"[ROHÁČOVÁ, Tatiana (50%) - TKÁČOVÁ, Renáta (50%)]",4,"['2013  [4] ŽIARAN, Pavel The Moral Education in Higher Education In: Možnosti kultivácie osobnosti v technologickom veku : Zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 271-276 ISBN: 978-80-553-1344-3', '2017  [4] RAČKOVÁ, Mariana - KIMÁKOVÁ, Tatiana Sociálne kompetencie v systéme celoživotného vzdelávania seniorov In: Univerzita tretieho veku miesto inšpirácie a vzájomného učenia : zborník príspevkov z konferencie s medzinárodnou účasťou pri príležitosti 25. výročia založenia UTV S. 55-61 ISBN: 978-80-553-2847-8', '2018  [4] RAČKOVÁ, Mariana Kvalita života a duševná hygiena In: Kvalita života a zodpovedné - nerizikové správanie: Zborník vedeckých prác s medzinárodnou účasťou S. 48-51 ISBN: 978-80-553-2976-5', '2018  [4] TKÁČOVÁ, Renáta - RAČKOVÁ, Mariana Posilňovanie kultúrnej citlivosti v prostredí vysokých škôl In: Interkultúrna edukácia v prostredí vysokých škôl : zborník recenzovaných vedeckých prác s medzinárodnou účasťou : Košice, 27 September, 2018 S. 107-111 ISBN: 978-80-553-2797-6']"
122819,AED,2012,Princípy biomedicínskej etiky v konfrontácií s hodnotami etiky sociálnych dôsledkov, - 2012. - 1 elektronický optický disk (CD-ROM).,"[GLUCHMAN, Martin (50%) - TKÁČOVÁ, Renáta (50%)]",0,[]
122820,AED,2012,Hodnotové preferencie adolescentov, - 2012. - 1 elektronický optický disk (CD-ROM).,"[ZAHATŇANSKÁ, Mária (50%) - ROHÁČOVÁ, Tatiana (50%)]",1,"['2013  [4] KIRIČUK, Anžela Issledovanije vlijanija pedagogičeskich innovacij na kačestvo obučenija studentov sovremennogo Vuza In: Možnosti kultivácie osobnosti študenta v technologickom veku : Zborník recenzovaných vedeckých prác s medzinárodnou účasťou P. 137-144 ISBN: 978-80-553-1344-3']"
122889,AED,2012,Študent - hodnoty – edukácia, - 2012. - 1 elektronický optický disk (CD-ROM).,"[HREHOVÁ, Daniela (100%)]",2,"['2013  [4] ŽIARAN, Pavel The moral education in higher education In: Možnosti kultivácie osobnosti v technologickom veku S. 271-276 ISBN: 978-80-553-1344-3', '2012  [4] HRUŠKOVÁ, Renáta, GLUCHMAN, Martin Global society demands for key competences development in technical education In: Problémy globálnej kultúrnej gramotnosti ako predpoklad uplatnenia absolventa FVT na medzinárodnom trhu práce : zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 77-81 ISBN: 978-80-553-1200-2']"
122890,AED,2012,Pre bližší vzťah k estetike, - 2012. - 1 elektronický optický disk (CD-ROM).,"[HREHOVÁ, Daniela (100%)]",0,[]
122968,AED,2012,Elearning - future trend in education, - 2012. - 1 elektronický optický disk (CD-ROM).,"[HREHOVÁ, Daniela (80%) - ŽIARAN, Pavel (20%)]",1,"['2013  [4] SZYJKO, Tomasz Cezary Technology in education In: K otázke hodnotového rozmeru technologického vzdelávania : zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 196-199 ISBN: 978-80-553-1469-3']"
122996,AED,2012,Kariéra žien, - 2012. - 1 elektronický optický disk (CD-ROM).,"[RÁC, Igor (100%)]",0,[]
122998,AED,2012,"Človek, globalizácia, interkultúrna komunikácia", - 2012. - 1 elektronický optický disk (CD-ROM).,"[RAČKOVÁ, Mariana (100%)]",0,[]
122999,AED,2012,Analýza výkonovej motivácie v základnej škole s Waldorfskou pedagogikou, - 2012. - 1 elektronický optický disk (CD-ROM).,"[BRZÁKOVÁ-KRELOVÁ, Barbora (50%) - RAČKOVÁ, Mariana (50%)]",0,[]
123000,AED,2012,Percepcia manažérskeho riadenia a vedenia, - 2012. - 1 elektronický optický disk (CD-ROM).,"[RAČKOVÁ, Mariana (40%) - POPRENDA, Ján (30%) - RAČKO, Michal (30%)]",0,[]
123010,AED,2012,"Hodnotová orientácia poslucháčov U3V, časť prvá", - 2012. - 1 elektronický optický disk (CD-ROM).,"[ZVARIKOVÁ, Mária (100%)]",0,[]
123011,AED,2012,"Hodnotová orientácia poslucháčov U3V, časť druhá", - 2012. - 1 elektronický optický disk (CD-ROM).,"[ZVARIKOVÁ, Mária (100%)]",0,[]
123512,AED,2012,SM systém MUDr. Smíška ako prostriedok odstránenia bolestí chrbtice u študentov Technickej univerzity v Košiciach, - 2012. - 1 elektronický optický disk (CD-ROM).,"[BARCALOVÁ, Miroslava (50%) - HANČIN, Peter (25%) - HLAVÁČOVÁ, Jana (25%)]",0,[]
123804,AED,2012,Postoje stredoškolských a vysokoškolských študentov k športu v televízii, - 2012. - 1 elektronický optický disk (CD-ROM).,"[HLAVÁČOVÁ, Darina (100%)]",0,[]
125643,AED,2012,Design of Solution for Video Streaming of Interactive Whiteboard Surface, - 2012.,"[CYMBALÁK, Dávid (80%) - MICHALKO, Miroslav (20%)]",0,[]
126377,AED,2012,Cudzie jazyky v akademickom prostredí znovu a ešte stále, - 2012.,"[MIHÓKOVÁ, Kristína (60%) - PAVLOVOVÁ, Janka (40%)]",0,[]
126426,AED,2012,Helping students figure out the meanings of phrasal verbs, - 2012.,"[WALKOVÁ, Milada (100%)]",0,[]
126980,AED,2012,Inovačný transfer v interkultúrnych cvičeniach, - 2012.,"[SORGER, Roman (100%)]",0,[]
127097,AED,2012,Metafora v lexike obchodu a finančníctva, - 2012.,"[KOŽARÍKOVÁ, Henrieta (100%)]",0,[]
127106,AED,2012,Obohacovanie slovnej zásoby súčasného ruského jazyka, - 2012.,"[VRÁŽELOVÁ, Viktória (100%)]",0,[]
127501,AED,2012,Global society demands for key competences development in technical education, - 2012.,"[TKÁČOVÁ, Renáta (50%) - GLUCHMAN, Martin (50%)]",0,[]
127508,AED,2012,Alternatívne vyučovanie anglického jazyka na stredných školách ako príprava pre vysokoškolské štúdium a prax, - 2012.,"[PLANETOVÁ, Katarína (100%)]",0,[]
127880,AED,2012,Zákon ako rečový akt, - 2012.,"[MAZUROVÁ, Helena (100%)]",0,[]
127941,AED,2012,Čo charakterizuje súčasnú odbornú angličtinu?, - 2012.,"[KNUTOVÁ, Gabriela (50%) - CZÉREOVÁ, Beáta (50%)]",0,[]
127950,AED,2012,Pokus o systémový pohľad na e-learning, - 2012.,"[KNUTOVÁ, Gabriela (100%)]",0,[]
127956,AED,2012,Inovatívne metódy vyučovania cudzích jazykov, - 2012.,"[VEŠKRNOVÁ, Alžbeta (100%)]",0,[]
129458,AED,2012,Multikultúrna edukácia pre nové tisícročie, - 2012.,"[ROHÁČOVÁ, Tatiana (30%) - ZAHATŇANSKÁ, Mária (50%) - ROHÁČ, Richard (20%)]",0,[]
129462,AED,2012,Hodnoty ako súčasť globálnej kultúrnej gramotnosti, - 2012.,"[ZAHATŇANSKÁ, Mária (50%) - ROHÁČOVÁ, Tatiana (30%) - ROHÁČ, Richard (20%)]",0,[]
129823,AED,2012,Gramotnosť človeka v globálno-socio-kultúrnom prostredí, - 2012.,"[HREHOVÁ, Daniela (100%)]",0,[]
129966,AED,2012,Reziliencia a nové možnosti vo výchove a vzdelávaní, - 2012.,"[JENČOVÁ, Anna (100%)]",1,"['2013  [4] ROHÁČOVÁ, Tatiana, STEINGARTNER, Wiliam Psychologická komunikácia - faktor kultivácie osobnosti študenta In: Možnosti kultivácie osobnosti v kultúrnom veku: zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 84-91 ISBN: 978-80-553-1344-3']"
131126,AED,2012,Poznámky ku kultúrnej gramotnosti, - 2012.,"[RÁC, Igor (100%)]",0,[]
131919,AED,2012,Výučba politológie v premenách globalizácie, - 2012.,"[DŽUPKOVÁ, Helena (100%)]",0,[]
131968,AED,2012,Sloboda a zodpovednosť - etická paradigma našej doby, - 2012.,"[DŽUPKOVÁ, Helena (100%)]",0,[]
133704,AED,2012,Výučba telesnej výchovy na Technickej univerzite v Košiciach, - 2012.,"[TELEPKA, Marián (34%) - HANČIN, Peter (33%) - HLAVÁČOVÁ, Jana (33%)]",0,[]
139888,AED,2012,Problematika humánnosti vo vzťahu lekára a pacienta, - 2012.,"[GLUCHMAN, Martin (100%)]",0,[]
131068,AED,2013,Rétorické zručnosti - základ kultúrnej komunikácie, - 2013.,"[HREHOVÁ, Daniela (100%)]",5,"['2013  [4] LINÁR, Jaroslav Od kurikula přes vzdělávací program až k vyučovací hodině? In: Úloha spoločenskovedných disciplín na technických univerzitách v procese globalizácie : zborník vedeckých prác : medzinárodné kolokvium : Bratislava, 27.6.2013 S. 116-125 ISBN: 978-80-227-3967-2', '2013  [4] LINDR, Jaroslav Skryte kurikulum ve vzdelavani jako mozna cesta k pestovani hodnotoveho systemu mladeze In: K otázke hodnotového rozmeru technologického vzdelávania : zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 113-118 ISBN: 978-80-553-1469-3', '2015  [4] LINDR, Jaroslav Přínos společenskovědních předmětů pro rozvoj vzdělanosti v nehumanitních studijních oborech In: Vysokoškolská edukácia pre potreby súčasného kreatívneho podnikateľského prostredia : Košice, 2015 S. 157-163 ISBN: 978-80-553-2221-6', '2016  [4] LINDR, Jaroslav Výuka společenskovědních předmětů jako socioprofesní příprava pro studenty technické univerzity In: Teoreticko-praktické pohľady na problémy súčasnej spoločnosti S. 122-127 ISBN: 978-80-553-2590-3', '2016  [4] LINDR, Jaroslav Role společenskovědního vzdělávaní v procesu humanizace technického vzdělávaní In: Človek - Technika - Kultúra S. 22 - 25 ISBN: 978-80-553-2598-9']"
